Gene,GO_Description_Text
PRAMEF33,[BP] negative regulation of DNA-templated transcription; negative regulation of apoptotic process; negative regulation of cell differentiation; positive regulation of cell population proliferation; proteasome-mediated ubiquitin-dependent protein catabolic process [CC] Cul2-RING ubiquitin ligase complex; cytoplasm [MF] ubiquitin-like ligase-substrate adaptor activity
LOC107984156,[BP] intracellular protein transport; protein transport; vesicle-mediated transport [CC] Golgi apparatus; cytoplasm; plasma membrane [MF] GTP binding; GTPase activity; nucleotide binding
IGHV1-69-2,[BP] adaptive immune response; immune system process; immunoglobulin mediated immune response [CC] extracellular region; immunoglobulin complex; membrane; plasma membrane [MF] antigen binding
LOC128966728,[BP] cell communication; immune response-regulating signaling pathway [CC] plasma membrane [MF] None
KIR3DP1,[BP] cell communication; immune response-regulating signaling pathway [CC] plasma membrane [MF] None
KIR2DL5B,[BP] immune response-regulating signaling pathway [CC] membrane; plasma membrane [MF] None
KIR2DP1,[BP] immune response-regulating signaling pathway [CC] membrane; plasma membrane [MF] None
LOC124905359,[BP] G protein-coupled receptor signaling pathway; detection of chemical stimulus involved in sensory perception of smell; sensory perception of smell; signal transduction [CC] membrane; plasma membrane [MF] G protein-coupled receptor activity; olfactory receptor activity
A0A0G2JRQ6,[BP] adaptive immune response; immune response; immune system process [CC] extracellular region; immunoglobulin complex; membrane; plasma membrane [MF] None
IGLV5-39,[BP] adaptive immune response; immune response; immune system process [CC] extracellular region; immunoglobulin complex; membrane; plasma membrane [MF] None
IGHV7-4-1,[BP] adaptive immune response; immune system process; immunoglobulin mediated immune response [CC] extracellular region; immunoglobulin complex; membrane; plasma membrane [MF] antigen binding
A0A0J9YW62,[BP] adaptive immune response; immune system process; immunoglobulin mediated immune response [CC] extracellular region; immunoglobulin complex; membrane; plasma membrane [MF] antigen binding
TEX13C,[BP] None [CC] None [MF] mRNA binding; metal ion binding; zinc ion binding
TRBJ1-3,[BP] adaptive immune response; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
A0A0J9YWU9,[BP] adaptive immune response; immune system process; immunoglobulin mediated immune response [CC] extracellular region; immunoglobulin complex; membrane; plasma membrane [MF] antigen binding
TRBJ1-6,[BP] adaptive immune response; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBJ1-2,[BP] adaptive immune response; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
IGHV3-64D,[BP] adaptive immune response; immune system process; immunoglobulin mediated immune response [CC] extracellular region; immunoglobulin complex; membrane; plasma membrane [MF] antigen binding
MAGEB6B,[BP] negative regulation of transcription by RNA polymerase II [CC] nucleus [MF] None
TRBV6-9,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBJ1-1,[BP] adaptive immune response; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBJ1-4,[BP] adaptive immune response; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBJ1-5,[BP] adaptive immune response; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
IGHV5-10-1,[BP] adaptive immune response; immune system process; immunoglobulin mediated immune response [CC] extracellular region; immunoglobulin complex; membrane; plasma membrane [MF] antigen binding
TRBV6-2,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TEX13D,[BP] None [CC] None [MF] mRNA binding; metal ion binding; zinc ion binding
A0A0J9YY99,[BP] adaptive immune response; immune system process; immunoglobulin mediated immune response [CC] extracellular region; immunoglobulin complex; membrane; plasma membrane [MF] antigen binding
TRBV10-1,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBV6-5,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBV30,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBV11-1,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBV27,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBV6-1,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBV7-7,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBV10-3,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
TRBV10-2,[BP] adaptive immune response; cell surface receptor signaling pathway; immune system process [CC] T cell receptor complex; membrane; plasma membrane [MF] None
CD300H,[BP] neutrophil chemotaxis; regulation of innate immune response; signal transduction [CC] extracellular region; membrane; plasma membrane [MF] protein binding; protein homodimerization activity; transmembrane signaling receptor activity
GLYATL1B,[BP] glutamine metabolic process [CC] mitochondrion [MF] acyltransferase activity; glutamine N-acyltransferase activity; glycine N-acyltransferase activity; transferase activity
DPEP2NB,[BP] None [CC] None [MF] protein binding
KLF18,"[BP] positive regulation of transcription by RNA polymerase II; regulation of transcription by RNA polymerase II [CC] nucleus [MF] DNA-binding transcription activator activity, RNA polymerase II-specific; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; metal ion binding; zinc ion binding"
TMEM275,[BP] None [CC] membrane [MF] None
CENPVL1,[BP] None [CC] None [MF] carbon-sulfur lyase activity; metal ion binding
ZNF593OS,[BP] None [CC] membrane [MF] None
NBDY,[BP] mRNA processing; negative regulation of cytoplasmic mRNA processing body assembly; nuclear-transcribed mRNA catabolic process [CC] P-body; cytoplasm [MF] protein binding
CENPVL3,[BP] None [CC] None [MF] carbon-sulfur lyase activity; metal ion binding
MISFA,[BP] None [CC] membrane; mitochondrial outer membrane; mitochondrion [MF] None
OR4M2B,[BP] G protein-coupled receptor signaling pathway; detection of chemical stimulus involved in sensory perception of smell; signal transduction [CC] membrane; plasma membrane [MF] G protein-coupled receptor activity; olfactory receptor activity
LOC100653049,[BP] epithelial cell differentiation; intermediate filament organization; morphogenesis of an epithelium [CC] cytoskeleton; cytosol; intermediate filament; keratin filament [MF] structural constituent of skin epidermis; structural molecule activity
LOC100996750,[BP] hair cycle [CC] cytosol; intermediate filament; keratin filament [MF] None
KRTAP9-7,[BP] None [CC] cytosol; intermediate filament; keratin filament [MF] None
LCE6A,[BP] keratinization [CC] None [MF] None
KIR2DL1,[BP] immune response; immune response-regulating signaling pathway; natural killer cell inhibitory signaling pathway [CC] membrane; plasma membrane [MF] protein binding; signaling receptor activity
TUNAR,[BP] endoplasmic reticulum calcium ion homeostasis; negative regulation of neuron differentiation; nervous system development; neuron projection morphogenesis; positive regulation of insulin secretion involved in cellular response to glucose stimulus; regulation of cytosolic calcium ion concentration [CC] endoplasmic reticulum; endoplasmic reticulum membrane; membrane [MF] ATPase binding
SPMIP11,[BP] flagellated sperm motility [CC] axonemal A tubule inner sheath; cell projection; cilium; cytoplasm; cytoskeleton; motile cilium; sperm flagellum [MF] None
CSNK2A2IP,[BP] None [CC] nucleus [MF] None
ZNF475,[BP] None [CC] None [MF] metal ion binding; zinc ion binding
TMEM272,[BP] None [CC] membrane [MF] None
FAM237A,[BP] None [CC] extracellular region [MF] None
A0A1B0GTQ1,"[BP] arachidonate metabolic process; xenobiotic metabolic process [CC] cytoplasm; membrane [MF] heme binding; iron ion binding; metal ion binding; monooxygenase activity; oxidoreductase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
MYMX,[BP] muscle organ development; myoblast fusion; myoblast fusion involved in skeletal muscle regeneration; plasma membrane fusion; skeletal muscle organ development; skeletal muscle tissue regeneration [CC] Golgi membrane; endoplasmic reticulum membrane; membrane; plasma membrane [MF] None
EDDM13,[BP] None [CC] extracellular region [MF] None
SPRR5,[BP] positive regulation of keratinocyte differentiation [CC] None [MF] None
HSFX4,[BP] regulation of DNA-templated transcription [CC] nucleus [MF] DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding
ZC3H11B,[BP] poly(A)+ mRNA export from nucleus [CC] None [MF] metal ion binding; zinc ion binding
CTXND1,[BP] None [CC] membrane [MF] None
